"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"51338710","1537","","","","","19/01/2017 16:53:00","19/01/2017 16:54:00","Very satisfied","its seems to work ok","Make changes to my existing Operator’s Licence","Extremely easy",-
"51338667","1538","","","","","19/01/2017 16:52:00","19/01/2017 16:54:00","Neither satisfied nor dissatisfied","Make it more user friendly. A lot of the good features of the old system have been removed. Actions are taking a lot more key strokes.","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"51342153","1539","","","","","19/01/2017 18:17:00","19/01/2017 18:17:00","Very satisfied","all very easy to use","Bus registrations","Extremely easy",-
"51348734","1540","","","","","19/01/2017 21:44:00","19/01/2017 21:49:00","Satisfied","I had difficulty is finding my way to vary my licence and increase my vehicle authorisation. I was looking for a button to take me into standard form like the paper version and took some time to pick up on the requirement to change each section individually within the existing licence. Perhaps a button next to the button where it says apply for a new licence could take users to a help section explaining this. ","Make changes to my existing Operator’s Licence","Fairly difficult ","see comment in previous box. I was looking for a button to take me to vary an existing licence rather than trying to do it at each section within the existing licence"
"51352025","1541","","","","","20/01/2017 01:22:00","20/01/2017 01:26:00","Very satisfied","it is a good service dot need to improve","Find licensing information","Very easy",-
"51354387","1542","","","","","20/01/2017 07:04:00","20/01/2017 07:05:00","Satisfied","no improvements needed","Sign in to my existing account","Very easy",-
"51355576","1543","","","","","20/01/2017 08:17:00","20/01/2017 08:18:00","Very satisfied","re-search from same page as licence agreement page","Find licensing information","Very easy",-
"51361543","1544","","","","","20/01/2017 10:35:00","20/01/2017 10:36:00","Very satisfied","The sevice is good","Sign in to my existing account","Extremely easy",-
"51365198","1545","","","","","20/01/2017 11:37:00","20/01/2017 11:38:00","Very satisfied","cant think of anything","Find licensing information","Extremely easy",-
"51366731","1546","","","","","20/01/2017 12:05:00","20/01/2017 12:05:00","Very satisfied","n/a","Find licensing information","Extremely easy",-
"51367042","1547","","","","","20/01/2017 12:11:00","20/01/2017 12:12:00","Dissatisfied","Go back to the original system","Bus registrations","Extremely difficult","I needed to check the registration of various services for a client and could not!!!!!!!"
"51368914","1548","","","","","20/01/2017 12:41:00","20/01/2017 12:42:00","Satisfied"," Works Well","Make changes to my existing Operator’s Licence","Very easy",-
"51376250","1549","","","","","20/01/2017 14:41:00","20/01/2017 14:42:00","Satisfied","Add more filter options to the initial search page - eg select goods vehicles or psv at the outset.","Find licensing information","Very easy",-
"51377768","1550","","","","","20/01/2017 15:08:00","20/01/2017 15:11:00","Very dissatisfied","it wont let me sign in","Find licensing information","Extremely difficult","it wont let me sign in keeps saying username or password is wrong"
"51378395","1551","","","","","20/01/2017 15:20:00","20/01/2017 15:22:00","Neither satisfied nor dissatisfied","THE APPLICATIONS SECTION AT THE BOTTOM COULD BE BETTER, ITS HARD WHEN YOU HAVE A FEW ON THE GO, IT WOULD BE HELPFUL TO SEE AN OVERVIEW OF WHAT IT RELATES TO AT THE SIDE","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"51380854","1552","","","","","20/01/2017 16:11:00","20/01/2017 16:12:00","Neither satisfied nor dissatisfied","not sure","Sign in to my existing account","Extremely easy",-
"51381292","1553","","","","","20/01/2017 16:16:00","20/01/2017 16:17:00","Very dissatisfied","go back to the old system","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"51382048","1554","","","","","20/01/2017 16:28:00","20/01/2017 16:30:00","Very satisfied","I don't think this service can be improved as I have found it very easy to navigate and use. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"51391363","1555","","","","","20/01/2017 22:14:00","20/01/2017 22:15:00","Very dissatisfied","Doesn't filter on tablets","Find licensing information","Fairly difficult ","Not tablet friendly"
"51396686","1556","","","","","21/01/2017 09:02:00","21/01/2017 09:04:00","Very dissatisfied","keep the same as it was.much easier to use","Sign in to my existing account","Extremely difficult","Very poor layout and very unnecessary to change"
"51397685","1557","","","","","21/01/2017 10:10:00","21/01/2017 10:11:00","Very satisfied","I haven't found any difficulty using the service as yet.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51400142","1558","","","","","21/01/2017 12:40:00","21/01/2017 12:45:00","Neither satisfied nor dissatisfied","TRIED TO ORDER DUPLICATE DISC.INSTRUCTIONS NOT VERY CLEAR.","Make changes to my existing Operator’s Licence","Fairly difficult ","TRIED TO ORDER DUPLICATE DISC.THE INSTRUCTIONS MADE ME THINK IF I TICKED THE SQUARE BOX IT WOULD RESULT IN THE VEHICLE BEING REMOVED."
"51401031","1559","","","","","21/01/2017 13:32:00","21/01/2017 13:38:00","Neither satisfied nor dissatisfied","I tried to log in after a year to check on my licence and found that my account has went inactive, is there anyway you can send anything through email to warn an account holder that their account has either went inactive or just about to? I think most of the smaller licence holders (with one or two vehicles) will find this would be much more helpful than trying to get their account active again.","Sign in to my existing account","Fairly difficult ","Primarily because my account has been classed as inactive, as it is something that isn't really checked until needed I think this would be an area in which you may need to look into with designing your website - most operators are busy with work to really take time out to get in touch with VOSA directly - I normally only have Sundays free myself."
"51406976","1560","","","","","21/01/2017 19:51:00","21/01/2017 19:54:00","Dissatisfied","I can't ad or remove transport managers ,as well i cannot find copy of the O'licence which should be available on line,the previous website was quite easy to navigate and work with ","Sign in to my existing account","Neither easy nor difficult",-
"51413900","1561","","","","","22/01/2017 09:36:00","22/01/2017 09:39:00","Very satisfied","issue licences by e-mail","Sign in to my existing account","Extremely easy",-
"51414885","1562","","","","","22/01/2017 10:32:00","22/01/2017 10:38:00","Dissatisfied","by making it easy to use i have logged in to update vehicles no help with new site at all .","Bus registrations","Extremely difficult","have not completed task of updating vehicles can't see any help menu the old site was much better to use why keep changing "
"51423877","1563","","","","","22/01/2017 18:44:00","22/01/2017 18:46:00","Very dissatisfied","I have only ever had one email address. Therefore, why is my email address being rejected ?","Create a new account","Extremely difficult","Your system would not recognise my email address."
"51424113","1564","","","","","22/01/2017 18:59:00","22/01/2017 19:00:00","Very dissatisfied","Doesn't filter on iPad not up to date duplicates licenses","Find licensing information","Extremely difficult","Doesn't filter"
"51424211","1565","","","","","22/01/2017 19:04:00","22/01/2017 19:08:00","Very dissatisfied","be able to link an application the new online service would help, having options to see what progress is being made. the whole process and every step is ridiculously long for no good reason. you will put people out of business by your out and out neglect.","Sign in to my existing account","Extremely difficult","wanted to link an application made prior to this online to the online portal and couldnt there is no option"
"51426717","1566","","","","","22/01/2017 21:24:00","22/01/2017 21:28:00","Satisfied","Remove the need to change your password when logging in","Make changes to my existing Operator’s Licence","Fairly difficult ","The site is reasonably confusing to find the information that I wish to change & I am not completely sure I have done it correctly. I have used a site before but it was nothing like this & was far easier to use & understand."
"51427369","1567","","","","","22/01/2017 21:57:00","22/01/2017 21:58:00","Very satisfied","It appears to be fine as it is.","Make changes to my existing Operator’s Licence","Extremely easy",-
"51435319","1568","","","","","23/01/2017 09:07:00","23/01/2017 09:09:00","Satisfied","The interface isn't great - the site crashed when I attempted to complete an interim application on two occasions. I have been unable to navigate back to that page since to make a further attempt, resulting in my producing a paper copy of the application instead.","Apply for a new Operator’s licence","Neither easy nor difficult",-
"51438074","1569","","","","","23/01/2017 09:47:00","23/01/2017 09:59:00","Satisfied","Simplify how to find things","Apply for a new Operator’s licence","Extremely difficult","I could not find the information I required"
"51439318","1570","","","","","23/01/2017 10:00:00","23/01/2017 10:00:00","Very satisfied","I'm not sure that you could improve this service.","Sign in to my existing account","Extremely easy",-
"51439735","1571","","","","","23/01/2017 10:04:00","23/01/2017 10:05:00","Satisfied","MAKE IT EASIER TO ACCESS","Make changes to my existing Operator’s Licence","Very easy",-
